,"0.0, 9.0","1.0, 50.0","2.0, 18.0","2.0, 38.0","3.0, 5.0","3.0, 34.0","4.0, 19.0","5.0, 36.0"
-1.0,-1.2672980086630412,-0.4106167240963625,-0.17111995754632192,-0.05841922519698221,-0.41305063857273794,-1.009567842316488,0.18442417121856103,0.08691050227918495
-0.95,-1.35453932597766,-0.4970424383851975,-0.1469105619878212,-0.05291897936773481,-0.4124598710221,-1.079673415093258,0.21285237597755702,0.13065205875057495
-0.9,-1.486721898557936,-0.5336861127094945,-0.1181054897425583,-0.08194388192067051,-0.45315477187268294,-1.096677008743358,0.25626505623793805,0.13901396010350398
-0.85,-1.637953689562694,-0.5142939765821345,-0.0719530670464093,-0.12094911639251481,-0.5182244790263629,-1.076474790913238,0.259513715510024,0.112911724352592
-0.8,-1.815132233471024,-0.4589098085043605,-0.032239015005095205,-0.1263197556529357,-0.511199632333226,-1.027844506841588,0.268987688962245,0.08770422612797801
-0.75,-1.966732254154554,-0.4020965871938065,-0.0610734934778189,-0.08512687303013872,-0.456817923549409,-0.989826501104718,0.2742744387857,0.070245266186856
-0.7,-2.0546055390623543,-0.3911905671794525,-0.0944601847135817,-0.05343282912839271,-0.403652792249098,-0.9609357312656679,0.294868356647907,0.08372375020650302
-0.65,-2.116384226992574,-0.3834710220644425,-0.1314443489507594,-0.08454015915508951,-0.370099301390585,-0.953839657722438,0.3324966056466393,0.11917434755383094
-0.6,-2.150545315686614,-0.3791409844353525,-0.1645339442535712,-0.13901657023607342,-0.353136487553418,-0.8958052960235681,0.40217223616371284,0.175408056558498
-0.55,-2.197431983063444,-0.3486649847805765,-0.17595319458040382,-0.20877034858209853,-0.317742787196322,-0.8041458956691081,0.4352938724910188,0.19737773942717096
-0.5,-2.235145205362894,-0.2630432088778707,-0.1904271150565936,-0.2308789650331725,-0.249514920387919,-0.682105784420258,0.4446755009663435,0.19274588009548
-0.45,-2.2354443200599743,-0.1984907500729993,-0.21841530929898761,-0.22469802880797052,-0.13726012406414095,-0.6188642039518679,0.4236861589481337,0.18326450661133697
-0.4,-2.205508970264714,-0.13842545683344828,-0.3064936189946236,-0.2074904125261578,0.03459877069113304,-0.6110818134476681,0.39996277665683483,0.239457844694261
-0.35,-2.134064683729884,-0.1082576805647616,-0.3905337342986196,-0.1743647701654613,0.158506797836605,-0.6430614412339979,0.4219381524182269,0.303153985757165
-0.3,-2.040303668254714,-0.10684612745326649,-0.40603589450052957,-0.164109440205941,0.2533612174580274,-0.6617768048769981,0.4371138595771497,0.36528353976922096
-0.25,-1.957155301976244,-0.06649142608038949,-0.3738141797800636,-0.14573044932456872,0.3358032597396514,-0.626509829070788,0.4563868926856102,0.41127314045598895
-0.2,-1.867885971801154,0.018592461080771505,-0.3293980892150046,-0.1232778326343584,0.40253077381079205,-0.571658761729618,0.4599711928621344,0.40953459845456897
-0.15,-1.7601445192732241,0.05485740586627852,-0.2648592131198636,-0.05734734944900291,0.539374917352419,-0.5577592920966981,0.41524173860904434,0.39859364686803195
-0.1,-1.631007491027134,0.038498154840330506,-0.2403147344771846,0.0363477036609855,0.734015822499982,-0.574485857882828,0.3885809939577798,0.42233797869897
-0.05,-1.44515471185297,-0.014133794293732488,-0.2440950827936296,0.12533665108933348,0.879016187035484,-0.622340340125578,0.35139345823428403,0.433461115552155
-0.0,-1.239129098009553,-0.0680088195661305,-0.1948390238935936,0.18099141196744548,0.982078486235766,-0.6741539655840281,0.3463257531999067,0.456162639000973
0.05,-1.059599969122001,-0.1114016195854137,-0.1319305167915768,0.24260937887584447,1.045640090711077,-0.683666966747638,0.38110964958500504,0.49417684164599796
0.1,-0.89788678757281,-0.13322036303994478,-0.0462807274621334,0.3863585790099745,1.103564567532757,-0.6362659170424081,0.41465887563757664,0.491620934284718
0.15,-0.766502000547419,-0.13458851163318908,0.055843824424267385,0.5856488216042295,1.169540316537381,-0.591399479475748,0.4216961217655899,0.441325943286149
0.2,-0.6474914185338431,-0.1545942029071957,0.1211911310936814,0.8272970675147955,1.255861714161227,-0.5697912217216881,0.4548066123733202,0.40730193628927996
0.25,-0.5183538547287918,-0.2253040979387185,0.1451309422136974,1.0388735612660744,1.336292289507933,-0.5722142040823179,0.5131860371706637,0.41513877308195496
0.3,-0.40342804623069806,-0.3281999966477215,0.1521854036022384,1.2226907573657444,1.391758002498813,-0.5452192354335681,0.607154274782671,0.466757206265019
0.35,-0.30804627235121407,-0.4468913045305435,0.2318129627102424,1.3765482601162045,1.3864636888124329,-0.45091910207044794,0.74653168149809,0.49612831262875995
0.4,-0.25444187915973204,-0.4784142784680665,0.3488762494365214,1.4973079820639243,1.3800308998473931,-0.3208448821004479,0.878944917165717,0.5414540457855379
0.45,-0.22931684651480205,-0.45518653425447153,0.4106878623767084,1.6417906175400845,1.4011450397468028,-0.17641580226654296,1.014630486355615,0.602378760394123
0.5,-0.19819940187522206,-0.47437086536712747,0.4314906574496974,1.7928017434768244,1.4559667678307031,-0.059471506649872996,1.109885294295595,0.66922318051236
0.55,-0.15393156684124504,-0.5026808490544545,0.4333967029785635,1.9570891672430146,1.551505151469403,0.028857984853158047,1.21027342554097,0.7933929340030178
0.6,-0.10372236248925903,-0.5140408200165625,0.40256934766366737,2.0859741062227046,1.5940524288394031,0.09609013736939997,1.36542810242443,0.964392767567267
0.65,-0.05731323747796507,-0.5069636259103815,0.41161376908919944,2.1814805617229847,1.5707011132316429,0.168106571064353,1.547144032916216,1.146060794457401
0.7,-0.04712244322008907,-0.4623686492955515,0.46638801003592645,2.2714437476548746,1.566272831575803,0.267212687293252,1.753760755206606,1.3724936390694649
0.75,-0.08368133119955307,-0.4122774510168315,0.5170026782276784,2.3539010601682344,1.5727360533740429,0.383166455035808,1.935365721002856,1.598283252729665
0.8,-0.10844184767754206,-0.3302962774350065,0.5590898384294954,2.424543550114705,1.606397513269883,0.468234156607896,2.056585492851716,1.822724317328752
0.85,-0.12738666557877804,-0.28612139711513496,0.5574783374894824,2.4283013280279047,1.6264569038803631,0.520429191045393,2.1860126768634958,2.110982811786431
0.9,-0.11758899141269807,-0.2741364506721392,0.5441519088365714,2.3832777469117845,1.6712453524608128,0.5319946699543601,2.3125904898861362,2.461258524027611
0.95,-0.08686441154367402,-0.256528126661392,0.5866044568587624,2.275727066869005,1.675061011666343,0.562003685039035,2.438351487908566,2.836748639613271
1.0,-0.07945342782096704,-0.18391241878522718,0.6891257360447114,2.1473621465969948,1.661897527980373,0.621343232910341,2.563533744109716,3.1952266542340606
1.05,-0.06808998767046903,-0.05660588755624349,0.8169234263702614,2.0218744913501046,1.6196808764220432,0.7034165623350485,2.652705953485596,3.5166943244733613
1.1,-0.06605333203073804,0.1140184730625175,0.8887163771059584,1.9154875586871245,1.6224788738816431,0.7556025524301427,2.703904421365716,3.7944266029245206
1.15,-0.04149286760648707,0.21176865206338852,0.8978717490964824,1.8490387394907943,1.641344568462503,0.7864312565369471,2.742700309847186,4.051517237072571
1.2,-0.004981177412221038,0.2815368972834275,0.9320867864492954,1.7680452720568944,1.651187296083933,0.7950863209431082,2.767227029660186,4.276374741207671
1.25,0.04640300795135199,0.38937281255800354,0.9603378558160953,1.6535099815769043,1.6158472008846831,0.7825596741139536,2.839634320313206,4.504964356825031
1.3,0.11314499955917601,0.49056201814452455,1.0117096239812755,1.5029046255212144,1.5285233767632431,0.8223850271074687,2.937603106233556,4.680263852888171
1.35,0.17680756270225395,0.6296266277684246,1.0875960810019154,1.3486806029692344,1.4254398537576431,0.917079064774902,2.998310492381716,4.807354730172381
1.4,0.2382785778569949,0.7830551466783524,1.1371984803295454,1.2357429741932644,1.361659434913563,1.02593588269853,3.016751932076296,4.906669078261341
1.45,0.2931590423163809,0.9010626747372665,1.1332543548051854,1.1441091080791943,1.3153093903310729,1.115483775698876,2.978003883745936,4.938918440625962
1.5,0.4018643247137159,0.9986845802745965,1.0819285260602653,1.0656344990978044,1.256316252837982,1.166241038324381,2.937451130146766,4.955791818803431
1.55,0.5077283225270559,1.0494937145769165,0.9957743079209154,1.0068767101780545,1.1808730288628402,1.194660691039699,2.915102528456256,4.965599606598251
1.6,0.607865185361826,1.1409705731526465,0.9384684566932455,0.9633556796790644,1.110557027754053,1.237459195364871,2.9079877280854762,4.937811407081991
1.65,0.6783229608974259,1.2687007610101766,0.8689919725742254,0.9242958631807344,0.997542714139045,1.325070134741485,2.903482205950156,4.878684700561641
1.7,0.711837306345066,1.4108736079892865,0.7490891026658314,0.9299556989192245,0.9028291221586731,1.398832168466103,2.858188332809536,4.773145182719641
1.75,0.742706108190686,1.5302917933413667,0.5861264627941665,0.9992036391065146,0.8185594478699161,1.461284383817421,2.795517407500376,4.628704121372311
1.8,0.7352121551923461,1.5982937891230566,0.39128749235058835,1.1226513284108344,0.7708235372948871,1.491621753927036,2.748640160273916,4.499736383459741
1.85,0.745156593661306,1.6157387435855066,0.2250010493170074,1.2567078379784444,0.677054349402703,1.504275694869382,2.691038002548716,4.433094642175391
1.9,0.732050271248146,1.6375988764307865,0.10327425317510538,1.3624056491456145,0.5766359819738951,1.5161291867099,2.636341763684026,4.390926403561501
1.95,0.695712734301126,1.6777847943596165,-0.031487507249261304,1.4525675207116844,0.447167606353309,1.543947493430047,2.588444702888226,4.361561956857631
2.0,0.6014993216187359,1.6914494556330766,-0.1394246586321941,1.5773668871459143,0.3236599610137492,1.622624402155139,2.505351628257346,4.285449582628821
2.05,0.46907959431065793,1.7105399081610067,-0.2811352905626816,1.7482452516901743,0.2426990070074727,1.641372205369692,2.3679284846918662,4.221187019559351
2.1,0.32898099175319195,1.6975358184255567,-0.45567405586942455,1.9344140784313042,0.2289916033765491,1.61877519947195,2.253029145652246,4.161595380446981
2.15,0.20040144322708697,1.6826895718339065,-0.6243253760858536,2.075775445724165,0.19684748936820262,1.5661315770470359,2.166510993329916,4.098340580937731
2.2,0.08205424787485693,1.6754265746584867,-0.7542684485549735,2.1604015891826944,0.11951818276312204,1.5068972634492521,2.149459347024746,4.068829196677891
2.25,-0.09071480597643505,1.6762071869991166,-0.8277947495718416,2.2115679299397546,0.05726982648071702,1.5012795320970191,2.1490844147468957,4.026661127627171
2.3,-0.29183331081376607,1.7327320269168667,-0.8598844971091876,2.2246252208239445,0.003506630216764006,1.541140917431358,2.1583894749338057,3.9570298441004113
2.35,-0.5044664661881647,1.7707463644420665,-0.8790200938352436,2.244711266755645,-0.02165754231640099,1.58080813607583,2.1336181490389663,3.849588810608891
2.4,-0.7385436027965191,1.7878343749530965,-0.9055575456305066,2.282025492743515,-0.006640416671651994,1.5823430929855071,2.102862003466556,3.7191297869879207
2.45,-0.921922059530736,1.7883835197641667,-0.9238576650058735,2.3043294530549345,0.007521499439014034,1.5868481821299238,2.108854790181696,3.6042080081450107
2.5,-1.080350856248721,1.7439530699233365,-0.9230997152146896,2.2509028592339546,0.006049414797490049,1.590550658678775,2.114031271576306,3.528150786640861
2.55,-1.2025260911453222,1.7219115745553166,-0.8925352417363546,2.1140167159480945,-0.015281401947528972,1.6049623665227362,2.1231216669675463,3.4381710263183107
2.6,-1.319637315455209,1.7272883325412565,-0.8668079004602866,1.9305592691232742,-0.008803070918652955,1.63554676868533,2.141871935147206,3.2746538316070612
2.65,-1.440937285017197,1.7571610872157066,-0.8364661501770736,1.7274816357498644,0.00932312849629302,1.6860000204918681,2.125879795084146,3.0565788447787714
2.7,-1.541465750351844,1.7648620011654765,-0.7951930458265946,1.5167928884209945,0.07224011634497002,1.735139102249939,2.099607311795306,2.8266313879619807
2.75,-1.593287205521134,1.7927005627745767,-0.8068531655994636,1.3008469464821744,0.17009072835364203,1.729065857360382,2.102388586192156,2.619736623331871
2.8,-1.6099892652012942,1.7933051793675268,-0.7968472897658105,1.0480642236014444,0.23045349233204743,1.750474899469515,2.135550915073896,2.4210610072641012
2.85,-1.5951450788563541,1.8061399952216464,-0.7361338595238076,0.7749085530284605,0.22024373604719652,1.783719426301192,2.163120235789786,2.218264993375621
2.9,-1.597376924859304,1.8085185245150766,-0.6575019957880865,0.5071954878122276,0.22189349158106572,1.842868761802762,2.161476552969066,1.999822222211771
2.95,-1.599279402087884,1.8449944469815964,-0.5793502361083755,0.2785916574513675,0.2549768913994647,1.903801195444052,2.1082857172397658,1.7480065208250388
3.0,-1.573447817254294,1.9017572802964566,-0.5336371103224266,0.1019598091950065,0.2948807515317137,1.932284872624572,2.034195375013196,1.506529238298896
3.05,-1.516548375446044,1.9119627581696768,-0.4958254072655246,-0.04105425256516691,0.34474931057098784,1.931323503382042,1.953852419949356,1.290061501242303
3.1,-1.429356784254666,1.9049528713059667,-0.47775058621986455,-0.19717548085784442,0.36677982192764613,1.890091528255692,1.868961486203996,1.129743347432282
3.15,-1.271187128592411,1.8760128982415565,-0.42195064474150057,-0.39413791308540147,0.3677653937407229,1.882892441156652,1.7879599908691761,1.025833098705107
3.2,-1.143302702493673,1.8282504302735068,-0.3576720469999556,-0.6060045117380906,0.366744831124512,1.857545285879972,1.705559325698676,0.938866675501941
3.25,-1.025399102329435,1.8501346376894867,-0.2863122453322666,-0.7905352100707714,0.3812794257377509,1.827937740791662,1.622995751828276,0.8448919037477429
3.3,-0.9214442673736121,1.8704394402403968,-0.2044083982393236,-0.9317984560095735,0.42024273524478206,1.803079748533892,1.501777091963956,0.7575090528161806
3.35,-0.83166130524029,1.8724529209389464,-0.1309874919556184,-1.0018200850988266,0.486705146439246,1.770386258918182,1.376045264736716,0.7404796464416277
3.4,-0.699878847857776,1.8658994080214364,-0.0877670004716773,-1.0221841456374665,0.559817941189017,1.697737891047797,1.2856979496781369,0.7971871555390807
3.45,-0.5447485773827928,1.8414611629505466,-0.032027013842568904,-1.0254805676665135,0.613865986250937,1.6223977439395019,1.213308175826163,0.8820902514794255
3.5,-0.36901060660741203,1.8105162281568865,0.1140357547617614,-1.0357970555364586,0.635717345637356,1.5769799995150722,1.1226250858062539,1.012772382860959
3.55,-0.24051517938327305,1.8221112558822665,0.27366419421146837,-1.0420252004200314,0.697566324121415,1.541000619294166,1.035358115340129,1.146089859016654
3.6,-0.15268704532149202,1.8375020927002468,0.4110222839588774,-0.9988651208162435,0.807118859414873,1.521933887709864,0.932623609666528,1.301412114960354
3.65,-0.07007132833649704,1.8378338871076965,0.5158227670040975,-0.9115045342263005,0.9272047962648851,1.5030867662478369,0.845064516421429,1.489079996889625
3.7,0.01854705454856398,1.7920158235644266,0.6029684259673365,-0.8123601731941745,1.0500871579758981,1.490135575069909,0.775126086258582,1.7281536961919741
