,"0.0, 20.0","2.0, 46.0","3.0, 4.0","3.0, 11.0","3.0, 25.0","3.0, 49.0","3.0, 55.0","4.0, 41.0","5.0, 0.0","5.0, 16.0","5.0, 34.0"
-5.0,-0.7084918097758051,1.0377087761383295,-0.06464710670146001,-3.5504564687633646,-0.5108604104624699,3.10092688615455,1.0277753605564994,-2.992388969021862,1.972358853398435,-0.7811204552075104,-0.8245757217664675
-4.95,-0.4930806928247651,1.1621012649684896,0.0010958195730701448,-3.3530533503080844,-0.45805846039688003,3.104131977048683,0.8378632921548794,-2.425723500609684,2.2481822192890952,-0.64099120129812,-0.7773715251993507
-4.9,-0.226833306725285,1.2780333449130192,0.057270981852400205,-3.1491394140725144,-0.3362274297644201,2.991594117740227,0.7111656995628595,-1.8056786313925253,2.4766873885070853,-0.5666048242874102,-0.7395057355843162
-4.85,-0.06528298107863506,1.3666247461485295,0.061983351433090306,-2.8574997407042346,-0.22440912496864973,2.8688633784821675,0.5798545093145395,-1.1362773815081253,2.691279967386235,-0.48582693353060025,-0.6216039772529135
-4.8,0.001786295131604998,1.3917731272866294,0.032260497433409974,-2.5519072434848042,-0.14708408595494005,2.722996292103056,0.5490039712060995,-0.670979183441315,2.895634258278525,-0.3417930483631104,-0.48969912694984646
-4.75,-0.025158651742735127,1.3519551923671793,-0.04177095127511965,-2.1270449627447943,-0.11948230585122976,2.693500626887615,0.5126656762285995,-0.23800325639518505,3.1154948273757554,-0.18231196730009014,-0.23029472748821844
-4.7,-0.0943379358756351,1.2130707945936194,-0.06516057090200977,-1.7434452556422646,-0.13973104433212002,2.660730325505977,0.4724968703727894,0.17681682192825487,3.230649806862525,0.021750930231549948,-0.14251626458626043
-4.65,-0.11902397240809504,1.1013705736733392,-0.04787395419992002,-1.3615030906289145,-0.09852217249415984,2.512418769711077,0.45030603473480957,0.5262905373864046,3.2325311141096753,0.2016992313876398,-0.09957747840118747
-4.6,-0.0918263018123151,1.0441677427428395,-0.020029825406209234,-1.0517056297336445,-0.05623174519344998,2.341087237496985,0.39705307538849954,0.715085852490625,3.1770729282060355,0.2946750348079501,-0.08916164092502443
-4.55,-0.07113656559918513,1.0086927559425196,-0.0010958195730692566,-0.8472386045844043,0.10018840180494015,2.144408301999106,0.33145111435702956,0.9125130608526146,3.0493934294624854,0.34832720721890986,-0.06683110992618047
-4.5,-0.06275110832386499,0.9001291495737895,-0.0501371321354096,-0.5881088063361943,0.22480086692260004,1.9042569811718009,0.37164562352224983,0.9683381870941448,2.7719548162983854,0.3972496605337694,-0.02049046478609451
-4.45,-0.13145590159536513,0.6620755663040194,-0.1765741483625698,-0.3027454085338741,0.32843134391770024,1.695550529817875,0.3901978894241096,0.944359487012365,2.528762876813235,0.48255938062288006,0.07686376175928955
-4.4,-0.16997038954052512,0.34386398911313965,-0.2563154043949396,-0.08906935530582416,0.38948452132893996,1.542480049519695,0.43157072051128953,0.8881077648018647,2.2507850192285153,0.6356974066737093,0.12637434122687352
-4.35,-0.159485155589985,0.06407750745626917,-0.33709399676810925,0.10994808871404516,0.4382044478426299,1.402128698198985,0.3845055318252695,0.7462032127909346,1.8932363670539651,0.8912298555001499,0.08739864294710553
-4.3,-0.07598776515719496,-0.26264004187379086,-0.4044136380130299,0.2637242695487352,0.4980651557719602,1.209087553828585,0.2860741046606097,0.5464727381827448,1.5701447816236047,1.06822358310784,0.022798779318199514
-4.25,-0.02208509978962514,-0.5298645752932307,-0.4414023115868497,0.33968604044917594,0.5920553534804402,0.931655172369175,0.15924509865130965,0.29457296162705493,1.298152923092615,1.1979974959734596,-0.03208551844332541
-4.2,-0.01953929736704496,-0.7404710556494303,-0.5150894991369199,0.44638508654589515,0.6443701869543002,0.733898591976335,0.06674197226353984,-0.041330187630655324,1.035147676935155,1.2111358472774398,-0.010068847208954512
-4.15,-0.10856702928544504,-0.9699970289337703,-0.5833338994671093,0.5897150425792255,0.6961758125440101,0.5561401041321452,-0.06674197226354028,-0.4070266293050553,0.8414622152907347,1.3117571989740195,0.010068847208954512
-4.1,-0.14222481334822512,-1.1064446235731502,-0.65136612346463,0.7258100257093654,0.7716174750321001,0.39918262336269494,-0.19879211637591032,-0.7804955226617354,0.6412554734806648,1.4025138150675902,-0.0458292624904455
-4.05,-0.1598954675713451,-1.2132269469129708,-0.645931240686,0.8452320336311159,0.8712511649452301,0.24323729927691495,-0.3947943254946704,-1.0856372353719652,0.433140773319205,1.4923377250694898,-0.1615121241734755
-4.0,-0.09530137557735507,-1.2463380555769206,-0.5660271201793092,0.9168700248967756,1.0361542210076802,-0.02109621575808518,-0.6335608611994703,-1.3431514439094852,0.21796825115052498,1.5436258988330902,-0.3966362370843355
-3.95,-0.007592573971755057,-1.2054824113383305,-0.5261720384398698,1.0139729558661852,1.24873331546162,-0.2717208749169049,-0.8888880414037503,-1.5324419679584451,0.065060520798635,1.4993513595682195,-0.5320024614887835
-3.9,-0.001786295131604998,-1.1418120928047406,-0.5279855147967298,1.0578258996514256,1.39716600393883,-0.4654957697995852,-1.1869134313879113,-1.6576459233646752,-0.06319780276282505,1.4304088519439002,-0.5791698913204055
-3.85,-0.023282436263605044,-1.0849097458537607,-0.5479802845972293,1.0626088104271956,1.57151828012425,-0.6229075995137352,-1.4153457785910755,-1.6563035971478752,-0.11677632236624502,1.4048189288862796,-0.5341663438192075
-3.8,-0.04026359782990507,-1.0461417003488505,-0.5903515496611194,1.1317535747987355,1.6536779793211331,-0.7545226310212749,-1.6048175615483284,-1.6412443801268253,-0.09015431597617507,1.3727312096424695,-0.47757838705284544
-3.75,-0.07645181049390515,-0.9455618228797906,-0.5844248805258898,1.122058984751666,1.702163033129173,-0.862622970793375,-1.7871869016665494,-1.562412356583475,0.03535835236074503,1.3557377089953695,-0.48136328948473645
-3.7,-0.03778651825837498,-0.7862297826024509,-0.5131295938340994,1.0755173700816458,1.726369127897685,-0.9591551345002749,-1.8972460071882484,-1.429669879589215,0.09078779562874484,1.2995579734239495,-0.5640670391999495
-3.65,0.01850619706057488,-0.5682745144229804,-0.50137066391716,1.0842135432391453,1.795235460407335,-1.0800517707457051,-2.0278331796001074,-1.2254134218922652,0.19364693755541484,1.1445301013171196,-0.6228491943888405
-3.6,0.03993586946765504,-0.3753888109404002,-0.45624833142956955,1.0586091535158753,1.853762998765387,-1.265406558452245,-2.1047664326796447,-0.9581008851654351,0.2628987179066049,0.8724029203080601,-0.6153633956882985
-3.55,-0.009723102763625091,-0.12577266432085032,-0.41292406717744967,1.086297929296296,1.8570601029297131,-1.4185086270203247,-2.13191918542543,-0.6363824839198351,0.264559184686735,0.5790195433257699,-0.5459368931865235
-3.5,-0.07552730408920505,0.08062481400482913,-0.41244136539905973,1.1802511102572355,1.763029054459257,-1.4106574357169253,-2.1723549959884614,-0.3233907389810553,0.20076250156152486,0.33367627261316013,-0.42677205525414347
-3.45,-0.11819098418431517,0.1379802284450493,-0.35637466872193,1.1913040642142052,1.647542024577211,-1.3863933648960547,-2.228493831795231,0.0055629847834146595,0.15751423834467482,0.1932067670212798,-0.36939139960816547
-3.4,-0.026759075938635135,0.2601434397435094,-0.26784810154217986,1.1593280116652958,1.48580386636357,-1.3148202030547251,-2.2570058791969725,0.33046320111526484,0.05346242265163492,0.05470654990721968,-0.3007472483391115
-3.35,0.04790224755735495,0.30806910858685965,-0.08992083838098974,1.0765469498680753,1.25361680472492,-1.2416427450189849,-2.2824297810688634,0.6411219238509247,-0.03535835236074503,-0.13996114407929028,-0.1330243879759394
-3.3,0.17565744985424492,0.35686944169098966,0.06322116782546061,0.9393341476281858,1.01684889712797,-1.165515623034965,-2.2761053457306084,0.9979732259778444,-0.157624972070755,-0.3661659604017502,0.07554691468720653
-3.25,0.22102598998785394,0.3531476195655796,0.11693298760369064,0.7731228304806157,0.7584399028303102,-1.027839386146145,-2.2523924951583685,1.2902157881717544,-0.26227073776272514,-0.5587435668287801,0.34591660352652365
